report_begin_date,report_end_date,report_date,published_Date,market_type,state,city,slug_id,slug_name,report_title,final_ind,report_narrative,special_notes,_section,published_date,office_name,office_state,office_city,market_location_name,market_location_state,market_location_city,group,category,commodity,variety,repack,package,storage,transportation_mode,grade,unit_sales,item_size,appearance,quality,condition,organic,crop,origin,district,environment,properties,low_price,high_price,mostly_low_price,mostly_high_price,market_tone_comments,offerings_comments,reporter_comment,commodity_comments,report_footnotes
12/19/2025,12/19/2025,12/19/2025,12/19/2025 12:39:21,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 53
YESTERDAY'S HIGH 73",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2025,12/18/2025,12/18/2025,12/18/2025 12:37:29,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 55
YESTERDAY'S HIGH 66",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2025,12/17/2025,12/17/2025,12/17/2025 13:58:16,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH 65",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2025,12/16/2025,12/16/2025,12/16/2025 12:16:19,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 53
YESTERDAY'S HIGH 66",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2025,12/15/2025,12/15/2025,12/15/2025 14:04:23,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Fog 57
YESTERDAY'S HIGH 64",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2025,12/12/2025,12/12/2025,12/12/2025 12:23:48,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Sunny 53
YESTERDAY'S HIGH 76",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2025,12/11/2025,12/11/2025,12/11/2025 13:06:58,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Sunny 54
YESTERDAY'S HIGH 81",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2025,12/10/2025,12/10/2025,12/10/2025 12:46:19,Terminal,CA,Los Angeles,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),Final,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Sunny 53
YESTERDAY'S HIGH 83",,Report Header,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2026,01/08/2026,01/08/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 50
YESTERDAY'S HIGH  66",,Report Details,01/08/2026 12:38:50,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Filberts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,Oregon,N/A,N/A,,200.00,,,,,,,,
01/08/2026,01/08/2026,01/08/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 50
YESTERDAY'S HIGH  66",,Report Details,01/08/2026 12:38:50,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Peanuts,VIRGINIA,N/A,50 lb sacks,N/A,N/A,N/A,N/A,jumbo,N/A,N/A,N/A,N,N/A,Texas,N/A,N/A,Raw,65.00,,,,,,,,
01/08/2026,01/08/2026,01/08/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 50
YESTERDAY'S HIGH  66",,Report Details,01/08/2026 12:38:50,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
01/08/2026,01/08/2026,01/08/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 50
YESTERDAY'S HIGH  66",,Report Details,01/08/2026 12:38:50,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
01/07/2026,01/07/2026,01/07/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 53
YESTERDAY'S HIGH  66",,Report Details,01/07/2026 12:57:03,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
01/07/2026,01/07/2026,01/07/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 53
YESTERDAY'S HIGH  66",,Report Details,01/07/2026 12:57:03,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
01/07/2026,01/07/2026,01/07/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 53
YESTERDAY'S HIGH  66",,Report Details,01/07/2026 12:57:03,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Filberts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,Oregon,N/A,N/A,,200.00,,,,,,,,
01/07/2026,01/07/2026,01/07/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 53
YESTERDAY'S HIGH  66",,Report Details,01/07/2026 12:57:03,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Peanuts,VIRGINIA,N/A,50 lb sacks,N/A,N/A,N/A,N/A,jumbo,N/A,N/A,N/A,N,N/A,Texas,N/A,N/A,Raw,65.00,,,,,,,,
01/06/2026,01/06/2026,01/06/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/06/2026 13:53:26,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Peanuts,VIRGINIA,N/A,50 lb sacks,N/A,N/A,N/A,N/A,jumbo,N/A,N/A,N/A,N,N/A,Texas,N/A,N/A,Raw,65.00,,,,,,,,
01/06/2026,01/06/2026,01/06/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/06/2026 13:53:26,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Filberts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,Oregon,N/A,N/A,,200.00,,,,,,,,
01/06/2026,01/06/2026,01/06/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/06/2026 13:53:26,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
01/06/2026,01/06/2026,01/06/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/06/2026 13:53:26,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
01/05/2026,01/05/2026,01/05/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/05/2026 13:51:58,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
01/05/2026,01/05/2026,01/05/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/05/2026 13:51:58,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
01/05/2026,01/05/2026,01/05/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/05/2026 13:51:58,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Filberts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,Oregon,N/A,N/A,,200.00,,,,,,,,
01/05/2026,01/05/2026,01/05/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 55
YESTERDAY'S HIGH  63",,Report Details,01/05/2026 13:51:58,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Peanuts,VIRGINIA,N/A,50 lb sacks,N/A,N/A,N/A,N/A,jumbo,N/A,N/A,N/A,N,N/A,Texas,N/A,N/A,Raw,65.00,,,,,,,,
01/02/2026,01/02/2026,01/02/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Mostly Sunny 54
YESTERDAY'S HIGH 66",,Report Details,01/02/2026 13:27:38,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Peanuts,VIRGINIA,N/A,50 lb sacks,N/A,N/A,N/A,N/A,jumbo,N/A,N/A,N/A,N,N/A,Texas,N/A,N/A,Raw,65.00,,,,,,,,
01/02/2026,01/02/2026,01/02/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Mostly Sunny 54
YESTERDAY'S HIGH 66",,Report Details,01/02/2026 13:27:38,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Filberts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,Oregon,N/A,N/A,,200.00,,,,,,,,
01/02/2026,01/02/2026,01/02/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Mostly Sunny 54
YESTERDAY'S HIGH 66",,Report Details,01/02/2026 13:27:38,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
01/02/2026,01/02/2026,01/02/2026,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Mostly Sunny 54
YESTERDAY'S HIGH 66",,Report Details,01/02/2026 13:27:38,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
12/31/2025,12/31/2025,12/31/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Passing Clouds 66
YESTERDAY'S HIGH 74

*** No reports will be issued Thursday, January 1, 2026, in observance of New Year's Day.  Next report will Friday, January 2, 2026 ***",,Report Details,12/31/2025 12:57:05,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
12/31/2025,12/31/2025,12/31/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Passing Clouds 66
YESTERDAY'S HIGH 74

*** No reports will be issued Thursday, January 1, 2026, in observance of New Year's Day.  Next report will Friday, January 2, 2026 ***",,Report Details,12/31/2025 12:57:05,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
12/31/2025,12/31/2025,12/31/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Passing Clouds 66
YESTERDAY'S HIGH 74

*** No reports will be issued Thursday, January 1, 2026, in observance of New Year's Day.  Next report will Friday, January 2, 2026 ***",,Report Details,12/31/2025 12:57:05,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Filberts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,Oregon,N/A,N/A,,200.00,,,,,,,,
12/31/2025,12/31/2025,12/31/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Passing Clouds 66
YESTERDAY'S HIGH 74

*** No reports will be issued Thursday, January 1, 2026, in observance of New Year's Day.  Next report will Friday, January 2, 2026 ***",,Report Details,12/31/2025 12:57:05,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Peanuts,VIRGINIA,N/A,50 lb sacks,N/A,N/A,N/A,N/A,jumbo,N/A,N/A,N/A,N,N/A,Texas,N/A,N/A,Raw,65.00,,,,,,,,
12/30/2025,12/30/2025,12/30/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Overcast 63
YESTERDAY'S HIGH 76",,Report Details,12/30/2025 13:18:55,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Peanuts,VIRGINIA,N/A,50 lb sacks,N/A,N/A,N/A,N/A,jumbo,N/A,N/A,N/A,N,N/A,Texas,N/A,N/A,Raw,65.00,,,,,,,,
12/30/2025,12/30/2025,12/30/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Overcast 63
YESTERDAY'S HIGH 76",,Report Details,12/30/2025 13:18:55,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Filberts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,Oregon,N/A,N/A,,200.00,,,,,,,,
12/30/2025,12/30/2025,12/30/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Overcast 63
YESTERDAY'S HIGH 76",,Report Details,12/30/2025 13:18:55,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
12/30/2025,12/30/2025,12/30/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Overcast 63
YESTERDAY'S HIGH 76",,Report Details,12/30/2025 13:18:55,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
12/29/2025,12/29/2025,12/29/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 46
YESTERDAY'S HIGH 70

Market tones omitted as the Market News office was closed December 24-26, 2025, in observance of the Christmas Day federal holiday while the market remained open for business.",,Report Details,12/29/2025 13:27:54,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Walnuts,N/A,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,85.00,,,,,,,,
12/29/2025,12/29/2025,12/29/2025,,Terminal,,,2309,HC_FV040,Los Angeles Terminal Market Nuts Prices (HC_FV040),,"Email: LosAngelesSCMNData@usda.gov                                             
WEATHER AT 7:00 AM:  Clear 46
YESTERDAY'S HIGH 70

Market tones omitted as the Market News office was closed December 24-26, 2025, in observance of the Christmas Day federal holiday while the market remained open for business.",,Report Details,12/29/2025 13:27:54,"Los Angeles, California - SC",CA,Los Angeles,Los Angeles Terminal Market,CA,Los Angeles,Specialty Crops,Nuts,Almonds,PEERLESS,N/A,50 lb sacks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N/A,California,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,N/A,,120.00,,,,,,,,
